restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g190454-d2632522,Cafe Berfin,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Siebensterngasse 46, Vienna 1070 Austria",48.20221,16.351196,Unclaimed,,#1770 of 3747 Restaurants in Vienna,#1996 of 4650 places to eat in Vienna,"Mid-range, Cafe, Turkish, Middle Eastern",€€-€€€,,"Breakfast, Lunch, Dinner","Cafe, Middle Eastern, Turkish",,Seating,N,N,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-02:00""], ""Sat"": [""10:00-02:00""], ""Sun"": [""10:00-00:00""]}",7.0,107.0,7.0,4.0,24.0,English,14.0,6.0,4.0,3.0,1.0,0.0,4.0,4.5,4.0,,
g190454-d2632679,Stewart,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praterstrasse 11, Vienna 1020 Austria",48.21311,16.38109,Unclaimed,,#1722 of 3747 Restaurants in Vienna,#1939 of 4650 places to eat in Vienna,"Cheap Eats, Austrian, European, Vegetarian Friendly",€,,"Lunch, Dinner","Austrian, European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-14:00""], ""Tue"": [""11:00-14:00""], ""Wed"": [""11:00-14:00""], ""Thu"": [""11:00-14:00""], ""Fri"": [""11:00-14:00""], ""Sat"": [], ""Sun"": []}",5.0,15.0,5.0,4.5,18.0,English,5.0,2.0,2.0,1.0,0.0,0.0,4.5,4.5,5.0,,
g190454-d2632726,Cafe Nest,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Sieveringer Strasse 116a, Vienna 1190 Austria",48.25109,16.32372,Unclaimed,,#95 of 265 Coffee & Tea in Vienna,#1483 of 4650 places to eat in Vienna,"Mid-range, Austrian, Cafe, Vegetarian Friendly",€€-€€€,,Breakfast,"Cafe, Austrian",Vegetarian Friendly,,Y,N,N,,,,,4.5,32.0,English,9.0,4.0,2.0,2.0,1.0,0.0,4.0,4.0,4.5,4.5,
g190454-d2634811,Cafe Restaurant Heine,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Heinestrasse 36 Quartier de Leopoldstadt, Vienna 1020 Austria",48.21869,16.38871,Claimed,,#1616 of 3747 Restaurants in Vienna,#1817 of 4650 places to eat in Vienna,"Mid-range, Eastern European, South American, Ecuadorean",€€-€€€,€4-€15,"Dinner, Drinks, Breakfast, Lunch","Eastern European, Ecuadorean, South American",,,N,N,N,"{""Mon"": [""08:00-23:00""], ""Tue"": [""08:00-23:00""], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-23:00""], ""Fri"": [""08:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""10:00-23:00""]}",7.0,102.0,7.0,3.5,44.0,English,15.0,3.0,8.0,2.0,2.0,0.0,4.0,3.5,4.0,,
g190454-d2640108,Delia's,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Tuchlauben 8, Vienna 1010 Austria",48.21019,16.370539,Unclaimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#55 of 265 Coffee & Tea in Vienna,#788 of 4650 places to eat in Vienna,"Mid-range, Cafe, European, Contemporary",€€-€€€,,"Breakfast, Brunch, After-hours, Drinks","Cafe, European, Contemporary",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""10:00-00:00""]}",7.0,110.0,7.0,4.0,94.0,English,47.0,21.0,16.0,6.0,2.0,2.0,4.5,4.5,4.0,4.5,
g190454-d2640325,Kiang,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rotgasse 8, Vienna 1010 Austria",48.211037,16.3747,Unclaimed,,#1599 of 3747 Restaurants in Vienna,#1798 of 4650 places to eat in Vienna,"Mid-range, Chinese, Japanese, Sushi",€€-€€€,,"Lunch, Dinner","Chinese, Japanese, Sushi, Asian, Thai, Vietnamese","Vegetarian Friendly, Vegan Options",,Y,Y,N,,,,,4.0,25.0,English,8.0,2.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,3.0,
g190454-d2645232,Restaurant Mauer,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Endresstrasse 77, Vienna 1230 Austria",48.14918,16.27675,Claimed,,#1910 of 3747 Restaurants in Vienna,#2148 of 4650 places to eat in Vienna,"Mid-range, Chinese, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Chinese, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-15:00"", ""17:00-23:00""], ""Tue"": [""11:00-15:00"", ""17:00-23:00""], ""Wed"": [""11:00-15:00"", ""17:00-23:00""], ""Thu"": [""11:00-15:00"", ""17:00-23:00""], ""Fri"": [""11:00-15:00"", ""17:00-23:00""], ""Sat"": [""11:00-15:00"", ""17:00-23:00""], ""Sun"": [""11:00-15:00"", ""17:00-23:00""]}",7.0,70.0,14.0,4.0,17.0,All languages,17.0,8.0,5.0,2.0,0.0,2.0,3.5,3.5,3.5,,
g190454-d2647615,Restaurant Schesch Besch,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schwarzenbergstrasse 4, Vienna 1010 Austria",48.203205,16.37341,Unclaimed,Certificate of Excellence 2018,#1433 of 3747 Restaurants in Vienna,#1606 of 4650 places to eat in Vienna,"Mid-range, Middle Eastern, Vegetarian Friendly, Halal",€€-€€€,,"Lunch, Dinner, After-hours",Middle Eastern,"Vegetarian Friendly, Halal",,Y,N,N,"{""Mon"": [""10:00-00:00""], ""Tue"": [""10:00-00:00""], ""Wed"": [""10:00-00:00""], ""Thu"": [""10:00-02:00""], ""Fri"": [""10:00-02:00""], ""Sat"": [""10:00-02:00""], ""Sun"": [""10:00-00:00""]}",7.0,104.0,7.0,4.0,85.0,English,47.0,17.0,15.0,4.0,1.0,10.0,4.5,4.0,4.0,3.5,
g190454-d2648840,2Lounge Cafe Bar Lounge,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praterstrasse 54, Vienna 1020 Austria",48.21597,16.38728,Unclaimed,,#2605 of 3747 Restaurants in Vienna,#2933 of 4650 places to eat in Vienna,,,,,,,Serves Alcohol,N,N,N,,,,,3.5,25.0,English,8.0,2.0,4.0,0.0,0.0,2.0,,,,,
g190454-d2649277,Cafe 3/4 Takt,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praterstrasse 54, Vienna 1020 Austria",48.21622,16.387224,Unclaimed,Certificate of Excellence 2015,#523 of 3747 Restaurants in Vienna,#587 of 4650 places to eat in Vienna,"Mid-range, German, Austrian, European",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch","German, Austrian, European, Central European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}",7.0,167.88333333333333,7.0,4.0,310.0,English,155.0,57.0,55.0,26.0,10.0,7.0,4.0,4.0,4.0,3.5,
g190454-d2649470,Enrico Panigl nfg,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schoenlaterngasse 11, Vienna 1010 Austria",48.209404,16.377907,Unclaimed,Certificate of Excellence 2017,#970 of 3747 Restaurants in Vienna,#1092 of 4650 places to eat in Vienna,"Mid-range, Bar, Pub, Wine Bar",€€-€€€,,"Dinner, Drinks","Wine Bar, Bar, Pub",,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [""16:00-23:00""], ""Tue"": [""16:00-23:00""], ""Wed"": [""16:00-23:00""], ""Thu"": [""16:00-23:00""], ""Fri"": [""16:00-23:00""], ""Sat"": [""16:00-23:00""], ""Sun"": [""16:00-23:00""]}",7.0,49.0,7.0,4.5,54.0,English,12.0,9.0,1.0,0.0,0.0,2.0,4.5,4.5,4.5,4.5,
g190454-d2650437,Oben,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Urban-Loritz-Platz 2A 1070 Vienna, Vienna 1070 Austria",48.202656,16.337257,Claimed,,#1287 of 3747 Restaurants in Vienna,#1438 of 4650 places to eat in Vienna,"Mid-range, European, Vegetarian Friendly, Vegan Options",€€-€€€,€3-€13,,European,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""10:00-15:00""]}",7.0,85.0,7.0,3.5,121.0,English,25.0,6.0,9.0,2.0,3.0,5.0,4.0,3.5,4.0,4.0,
g190454-d2652498,Café Wunderlich / Biereck zum Brüderlein,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hadikgasse, Vienna 1140 Austria",48.19225,16.28055,Unclaimed,,#3378 of 3747 Restaurants in Vienna,#3788 of 4650 places to eat in Vienna,German,,,,German,,,N,N,N,,,,,3.5,4.0,All languages,4.0,0.0,3.0,0.0,0.0,1.0,,,,,
g190454-d2656750,Burger King,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Annagasse 3, Vienna 1010 Austria",48.204525,16.371449,Unclaimed,,#26 of 47 Quick Bites in Vienna,#1762 of 4650 places to eat in Vienna,"Cheap Eats, Quick Bites, American, Fast food",€,,"Lunch, Dinner","American, Fast food",,"Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible",N,N,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-02:00""], ""Sat"": [""09:00-02:00""], ""Sun"": [""10:00-00:00""]}",7.0,108.0,7.0,3.5,128.0,English,41.0,13.0,15.0,8.0,0.0,5.0,3.5,3.5,4.0,4.0,
g190454-d2656869,Bitzinger Wurstelstand Albertina,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Augustinerstrasse 1, Vienna 1010 Austria",48.204136,16.36871,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#212 of 3747 Restaurants in Vienna,#242 of 4650 places to eat in Vienna,"Cheap Eats, German, Austrian, Fast food",€,,"Lunch, Dinner, After-hours","German, Austrian, Fast food, European, Central European",,"Takeout, Wheelchair Accessible, Serves Alcohol",N,N,N,"{""Mon"": [""08:00-04:00""], ""Tue"": [""08:00-04:00""], ""Wed"": [""08:00-04:00""], ""Thu"": [""08:00-04:00""], ""Fri"": [""08:00-04:00""], ""Sat"": [""08:00-04:00""], ""Sun"": [""08:00-04:00""]}",7.0,140.0,7.0,4.0,1135.0,English,414.0,230.0,128.0,35.0,8.0,13.0,4.5,4.0,4.0,4.0,"wurst, bread, chinese sausage, opera house, hot dog stand"
g190454-d2656874,Winzig,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wiedner Hauptstrasse 75, Vienna 1040 Austria",48.18851,16.36518,Unclaimed,,#3422 of 3747 Restaurants in Vienna,#3835 of 4650 places to eat in Vienna,"Austrian, European",,,,"Austrian, European",,,N,N,N,,,,,3.5,2.0,All languages,2.0,1.0,0.0,0.0,1.0,0.0,,,,,
g190454-d2656876,Starbucks Millennium City,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Handelsquai 94-96, Vienna 1200 Austria",48.24096,16.38614,Unclaimed,,#182 of 265 Coffee & Tea in Vienna,#2579 of 4650 places to eat in Vienna,"Mid-range, Quick Bites, Cafe",€€-€€€,,Breakfast,Cafe,,"Seating, Wheelchair Accessible",N,N,N,"{""Mon"": [""07:30-21:30""], ""Tue"": [""07:30-21:30""], ""Wed"": [""07:30-21:30""], ""Thu"": [""07:30-21:30""], ""Fri"": [""07:30-23:00""], ""Sat"": [""08:30-23:00""], ""Sun"": [""09:00-21:30""]}",7.0,98.5,7.0,3.5,19.0,English,5.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,3.0,,
g190454-d2657001,Rosnovskyundco,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Buchfeldgasse 10 Ecke Schmidgasse, Vienna 1080 Austria",48.210632,16.353458,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#117 of 3747 Restaurants in Vienna,#136 of 4650 places to eat in Vienna,"Mid-range, German, Austrian, European",€€-€€€,,"Lunch, Dinner, Drinks","German, Austrian, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,79.5,7.0,4.5,672.0,English,283.0,188.0,69.0,19.0,4.0,3.0,4.5,4.5,4.5,4.5,"wiener schnitzel, ravioli, potato salad, roast duck, steak"
g190454-d2657916,Grappino,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schwarzenbergstrasse 1-3, Vienna 1010 Austria",48.20343,16.37343,Claimed,,#1508 of 3747 Restaurants in Vienna,#1692 of 4650 places to eat in Vienna,"Mid-range, Italian, Mediterranean, European",€€-€€€,,"Lunch, Dinner","Italian, Mediterranean, European",Vegetarian Friendly,,Y,N,N,,,,,4.0,38.0,English,12.0,8.0,3.0,1.0,0.0,0.0,4.0,3.0,3.5,3.5,
g190454-d2657918,Die Graserei,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Billrothstrasse 18, Vienna 1190 Austria",48.23644,16.34945,Unclaimed,,,,European,,,,European,,,N,N,N,,,,,,,,,,,,,,,,,,
g190454-d2659884,Aera Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Gonzagagasse 1 Corner Werdertorgasse, Vienna 1010 Austria",48.215076,16.370556,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#124 of 3747 Restaurants in Vienna,#143 of 4650 places to eat in Vienna,"Cheap Eats, Austrian, European, Central European",€,€5-€17,,"Austrian, European, Central European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""10:00-01:00""], ""Tue"": [""10:00-01:00""], ""Wed"": [""10:00-01:00""], ""Thu"": [""10:00-01:00""], ""Fri"": [""10:00-01:00""], ""Sat"": [""10:00-01:00""], ""Sun"": [""10:00-00:00""]}",7.0,104.0,7.0,4.5,179.0,English,78.0,37.0,33.0,5.0,1.0,2.0,4.0,4.5,4.0,4.5,"wiener schnitzel, pancakes, chicken, close to the city center, prices are very reasonable"
g190454-d2660873,Dachboden,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Lerchenfelder Strasse 1-3 1070 Vienna, Vienna 1070 Austria",48.206448,16.354656,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",#262 of 3747 Restaurants in Vienna,#297 of 4650 places to eat in Vienna,"Mid-range, Bar, International",€€-€€€,,,,,,N,N,N,"{""Mon"": [""17:00-00:00""], ""Tue"": [""17:00-00:00""], ""Wed"": [""17:00-00:00""], ""Thu"": [""17:00-00:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""15:00-00:00""], ""Sun"": [""15:00-00:00""]}",7.0,53.0,7.0,4.0,298.0,English,103.0,53.0,33.0,10.0,4.0,3.0,4.0,3.5,3.5,4.0,
g190454-d2660893,Restaurant Galaxie,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Maerzstrasse 1 Lohrgasse 22, Vienna 1150 Austria",48.200516,16.336502,Claimed,,#1419 of 3747 Restaurants in Vienna,#1587 of 4650 places to eat in Vienna,"Mid-range, Barbecue, European, Grill",€€-€€€,€4-€21,,"Barbecue, European, Grill, Croatian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""09:00-00:00""], ""Sun"": [""09:00-00:00""]}",7.0,105.0,7.0,4.0,72.0,English,27.0,12.0,11.0,3.0,1.0,0.0,4.0,4.0,4.0,,"calamari, bread, cevapcici, rathausplatz, waiter"
g190454-d2662558,I Vecchi Amici,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Liechtensteinstrasse 24, Vienna 1090 Austria",48.219124,16.361233,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",#843 of 3747 Restaurants in Vienna,#951 of 4650 places to eat in Vienna,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner","Italian, Pizza, European, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-23:30""], ""Tue"": [""11:30-23:30""], ""Wed"": [""11:30-23:30""], ""Thu"": [""11:30-23:30""], ""Fri"": [""11:30-23:30""], ""Sat"": [""11:30-23:30""], ""Sun"": [""11:30-23:30""]}",7.0,84.0,7.0,4.0,107.0,English,37.0,10.0,18.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,
g190454-d2662960,Hakka Cun,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rennweg 28, Vienna 1030 Austria",48.19412,16.38765,Unclaimed,,#1369 of 3747 Restaurants in Vienna,#1534 of 4650 places to eat in Vienna,"Mid-range, Asian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner",Asian,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""18:00-23:00""], ""Tue"": [""11:30-14:30"", ""18:00-23:00""], ""Wed"": [""11:30-14:30"", ""18:00-23:00""], ""Thu"": [""11:30-14:30"", ""18:00-23:00""], ""Fri"": [""11:30-14:30"", ""18:00-23:00""], ""Sat"": [""11:30-14:30"", ""18:00-23:00""], ""Sun"": [""11:30-14:30"", ""18:00-23:00""]}",7.0,56.0,14.0,4.0,32.0,English,14.0,6.0,6.0,2.0,0.0,0.0,4.5,4.0,4.5,4.0,
g190454-d2666111,Mia Casa,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kandlgasse 16, Vienna 1070 Austria",48.20288,16.34355,Unclaimed,,#3443 of 3747 Restaurants in Vienna,#3873 of 4650 places to eat in Vienna,European,,,Dinner,European,,,N,N,N,"{""Mon"": [""17:00-23:30""], ""Tue"": [""17:00-23:30""], ""Wed"": [""17:00-23:30""], ""Thu"": [""17:00-23:30""], ""Fri"": [""17:00-23:30""], ""Sat"": [], ""Sun"": []}",5.0,32.5,5.0,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g190454-d2667334,Restaurant Boehmerwald,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Argentinierstrasse 66, Vienna 1040 Austria",48.18741,16.377295,Claimed,Certificate of Excellence 2016,#487 of 3747 Restaurants in Vienna,#545 of 4650 places to eat in Vienna,"Mid-range, Austrian, Vegetarian Friendly",€€-€€€,€5-€14,,Austrian,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""10:30-23:00""], ""Sun"": [""10:30-23:00""]}",7.0,87.5,7.0,4.0,264.0,English,91.0,40.0,33.0,6.0,6.0,6.0,4.5,4.0,4.0,4.0,"schnitzel, dumplings, salad, prinz eugen, austrian food"
g190454-d2671059,Weinhof Zimmermann,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Mitterwurzergasse 20, Vienna 1190 Austria",48.25423,16.306894,Unclaimed,,#2016 of 3747 Restaurants in Vienna,#2268 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Central European",€€-€€€,,"Lunch, Dinner","Austrian, Central European, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""15:00-00:00""], ""Wed"": [""15:00-00:00""], ""Thu"": [""15:00-00:00""], ""Fri"": [""15:00-00:00""], ""Sat"": [""15:00-00:00""], ""Sun"": [""13:00-22:00""]}",6.0,54.0,6.0,3.5,98.0,English,30.0,11.0,13.0,2.0,3.0,1.0,3.5,3.0,3.5,4.5,
g190454-d2676196,Dr. Falafel,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Naschmarkt Stand 560, Vienna 1060 Austria",48.197567,16.361763,Claimed,Certificate of Excellence 2018,#1036 of 3747 Restaurants in Vienna,#1163 of 4650 places to eat in Vienna,"Cheap Eats, Fast food, Mediterranean, Middle Eastern",€,,Lunch,"Fast food, Middle Eastern, Mediterranean, Israeli, Egyptian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""08:00-18:00""], ""Tue"": [""08:00-18:00""], ""Wed"": [""08:00-18:00""], ""Thu"": [""08:00-18:00""], ""Fri"": [""08:00-18:00""], ""Sat"": [""08:00-18:00""], ""Sun"": []}",6.0,60.0,6.0,4.0,79.0,English,32.0,15.0,11.0,4.0,1.0,1.0,4.0,4.0,4.0,3.5,
g190454-d2686810,Cafe Oper Wien,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Opernring 2 1010 Vienna, Vienna 1010 Austria",48.203053,16.369509,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#411 of 3747 Restaurants in Vienna,#459 of 4650 places to eat in Vienna,"Mid-range, Austrian, Cafe, European",€€-€€€,€4-€12,"Breakfast, Lunch, Brunch, After-hours","Austrian, Cafe, European, Central European","Vegetarian Friendly, Gluten Free Options","Takeout, Television, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Table Service, Highchairs Available, Free Wifi",Y,N,Y,"{""Mon"": [""08:30-23:00""], ""Tue"": [""08:30-23:00""], ""Wed"": [""08:30-23:00""], ""Thu"": [""08:30-23:00""], ""Fri"": [""08:30-23:00""], ""Sat"": [""08:30-23:00""], ""Sun"": [""09:30-23:00""]}",7.0,100.5,7.0,4.0,373.0,English,173.0,67.0,52.0,26.0,12.0,16.0,4.0,4.0,4.0,4.5,"cakes, strudel, goulash, chocolate cake, soup"
g190454-d2692807,Xpedit van Veinsten,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Franziskanerplatz 3, Vienna 1010 Austria",48.20658,16.37434,Unclaimed,,#3160 of 3747 Restaurants in Vienna,#3542 of 4650 places to eat in Vienna,Italian,,,,Italian,,,N,N,N,,,,,5.0,2.0,All languages,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g190454-d2692809,Konoba Bellini,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Koppreitergasse 28, Vienna 1120 Austria",48.17479,16.32621,Unclaimed,,#1581 of 3747 Restaurants in Vienna,#1774 of 4650 places to eat in Vienna,"Mid-range, European, Croatian, Vegetarian Friendly",€€-€€€,,Dinner,"European, Croatian",Vegetarian Friendly,,Y,N,N,,,,,4.0,31.0,English,3.0,2.0,0.0,1.0,0.0,0.0,4.5,4.0,3.5,,
g190454-d2694121,Mokador,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Neubauguertel 27, Vienna 1150 Austria",48.20189,16.33678,Unclaimed,,#2083 of 3747 Restaurants in Vienna,#2342 of 4650 places to eat in Vienna,"Mid-range, Austrian, Moroccan, Cafe",€€-€€€,,Breakfast,"Austrian, Central European, Moroccan, Cafe, Mediterranean, European",,"Reservations, Seating",N,N,N,,,,,4.0,16.0,English,2.0,1.0,1.0,0.0,0.0,0.0,3.5,4.0,4.0,,
g190454-d2694125,Restaurant Sofia,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kohlgasse 19, Vienna 1050 Austria",48.184505,16.353548,Unclaimed,,#1655 of 3747 Restaurants in Vienna,#1863 of 4650 places to eat in Vienna,"Mid-range, Barbecue, European, Eastern European",€€-€€€,,"Dinner, Lunch","Eastern European, Barbecue, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:30""], ""Tue"": [""11:00-23:30""], ""Wed"": [""11:00-23:30""], ""Thu"": [""11:00-23:30""], ""Fri"": [""11:00-23:30""], ""Sat"": [""11:00-23:30""], ""Sun"": [""11:00-23:30""]}",7.0,87.5,7.0,4.0,31.0,English,18.0,9.0,5.0,0.0,2.0,2.0,4.5,4.0,4.5,,
g190454-d2694134,Akoya Bar Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Apollogasse 20/1-3, Vienna 1070 Austria",48.19824,16.34393,Unclaimed,,,,Vietnamese,,,,Vietnamese,,,N,N,N,,,,,,,,,,,,,,,,,,
